File Name,File Key,Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs,Subset_Region,Subset_Geology,A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT_14526_Raw03_result.csv,14526,0.22,2.54,0.0176,-0.0039,87.71436235,106.782702,223.5829715,75.11428,68.24993034,47.38980644,108.6688597,2.120247535,245.5,2,3,1.029211294,0.832501,0.093514365,1.18428626,1.280120534,1.644889796,0.814991673
SCPT_14526_Raw03_result.csv,14526,0.24,2.643,0.0176,-0.0036,89.15726108,108.5392744,228.970842,77.23345117,69.66521203,48.82880447,111.1202898,2.096692926,245.5,2,3,1.012895158,0.816184864,0.069702279,1.156464279,1.259595864,1.614976553,0.792683641
SCPT_14526_Raw03_result.csv,14526,0.26,2.794,0.0178,-0.0034,90.82436316,110.5687899,235.7457205,79.54364088,71.22229855,50.37579069,113.6068944,2.066208789,245.5,2,3,0.994369381,0.797659087,0.040543179,1.126991134,1.237490996,1.583786231,0.770552753
SCPT_14526_Raw03_result.csv,14526,0.28,2.92,0.0168,-0.0032,91.69374933,111.6271731,241.519322,80.91260806,70.85804238,51.50430803,114.9277163,2.027838324,245.5,2,3,0.984842735,0.78813244,0.016347469,1.109927288,1.242618475,1.561631492,0.75899357
SCPT_14526_Raw03_result.csv,14526,0.3,3.128,0.0166,-0.0034,93.18785795,113.4460879,249.6515022,82.96801353,71.55976297,52.9718224,116.8289459,1.984782112,245.5,2,3,0.968679514,0.77196922,-0.016769007,1.084841793,1.232764001,1.533536828,0.742586083
SCPT_14526_Raw03_result.csv,14526,0.32,3.128,0.0171,-0.0042,94.20512343,114.6844981,251.2468001,84.70035827,73.57767283,54.06380467,119.2112298,1.991047893,245.5,2,3,0.957822378,0.761112084,-0.023138776,1.064177116,1.204955326,1.51313203,0.722399987
SCPT_14526_Raw03_result.csv,14526,0.34,3.218,0.0176,-0.0038,95.51709349,116.281679,255.5162039,86.68576465,75.44260419,55.33996793,121.5336958,1.980369835,245.5,2,3,0.943991726,0.747281432,-0.039988881,1.041007268,1.179924789,1.489801552,0.703105391
SCPT_14526_Raw03_result.csv,14526,0.36,3.299,0.0174,-0.0036,96.38410904,117.3371762,259.4198077,88.12319905,76.14134414,56.37448134,123.1435642,1.963336669,245.5,2,3,0.934955603,0.738245309,-0.055150681,1.024561123,1.170705543,1.47128035,0.689946084
SCPT_14526_Raw03_result.csv,14526,0.38,3.355,0.0174,-0.0037,97.23138512,118.3686428,262.4942996,89.55555091,77.14658701,57.36711028,124.8551706,1.953458804,245.5,2,3,0.926203396,0.729493101,-0.066932419,1.008437834,1.157589608,1.4538258,0.676142517
SCPT_14526_Raw03_result.csv,14526,0.4,3.416,0.0163,-0.0036,97.44774229,118.6320341,265.653868,90.18539643,76.25383715,58.02680303,125.4334461,1.929491171,245.5,2,3,0.923980689,0.727270395,-0.078897266,1.001429435,1.16922921,1.442391922,0.671521639
SCPT_14526_Raw03_result.csv,14526,0.42,3.544,0.0161,-0.0035,98.34361793,119.7226653,270.719076,91.61295076,76.74180124,59.07106055,126.8222469,1.905451195,245.5,2,3,0.914829296,0.718119002,-0.097784716,0.985724302,1.162850391,1.424555812,0.660510472
SCPT_14526_Raw03_result.csv,14526,0.44,3.657,0.0152,-0.004,98.7232364,120.1848095,275.2470075,92.42206084,75.99904277,59.82472062,127.397256,1.875796159,245.5,2,3,0.910976604,0.71426631,-0.114371956,0.976931243,1.172576202,1.411877983,0.655986743
SCPT_14526_Raw03_result.csv,14526,0.46,3.572,0.0152,-0.0041,99.0101962,120.5341519,273.9873189,93.18861502,76.94209693,60.36382715,128.8156704,1.889594575,245.5,2,3,0.90807411,0.711363816,-0.109784877,0.968671389,1.160243796,1.40290691,0.644914476
SCPT_14526_Raw03_result.csv,14526,0.48,3.459,0.0162,-0.0038,99.77332666,121.4631803,271.7871342,94.5704516,79.67651974,61.12255699,131.2619871,1.921129442,245.5,2,3,0.900396068,0.703685773,-0.101722218,0.953951871,1.125322013,1.390415968,0.62610172
SCPT_14526_Raw03_result.csv,14526,0.5,3.536,0.0156,-0.0035,100.175826,121.9531795,275.1947973,95.37750191,79.35571119,61.82250392,131.9970894,1.900719074,245.5,2,3,0.896370045,0.699659751,-0.114182253,0.945454226,1.129356528,1.379029508,0.620517075
SCPT_14526_Raw03_result.csv,14526,0.52,3.697,0.0159,-0.0036,101.3555178,123.389326,281.0048792,97.12960156,80.53966815,63.00181118,133.6879653,1.878456978,245.5,2,3,0.884662633,0.687952339,-0.135075086,0.927250762,1.114547112,1.360133472,0.60778848
SCPT_14526_Raw03_result.csv,14526,0.54,3.646,0.0156,-0.0034,101.4917049,123.555119,280.5649118,97.65824952,80.82428977,63.4386934,134.6229236,1.882883652,245.5,2,3,0.883319877,0.686609583,-0.133508166,0.921822813,1.111019411,1.353222966,0.600819235
SCPT_14526_Raw03_result.csv,14526,0.56,3.678,0.0169,-0.0037,102.8429527,125.2001163,282.5167906,99.68689758,83.90998898,64.59170958,137.2973404,1.893796554,245.5,2,3,0.870093854,0.67338356,-0.140441037,0.901262697,1.073552283,1.335210879,0.581148005
SCPT_14526_Raw03_result.csv,14526,0.58,3.678,0.0177,-0.004,103.764042,126.3214424,283.4982052,101.1922688,86.11206827,65.47577908,139.3570965,1.903313296,245.5,2,3,0.861177453,0.664467159,-0.143908845,0.886274589,1.04764738,1.321616658,0.566257269
SCPT_14526_Raw03_result.csv,14526,0.6,4.071,0.0162,-0.0036,104.4372358,127.1409827,295.7037304,102.2639726,83.75064175,66.57797405,139.0531277,1.825931754,245.5,2,3,0.854710671,0.658000376,-0.186061095,0.87573951,1.075453114,1.304923144,0.568440873
SCPT_14526_Raw03_result.csv,14526,0.62,5.164,0.0159,-0.0031,107.0064569,130.2687301,324.8859657,106.2023377,83.20704512,69.42065254,140.1175636,1.684133287,245.5,2,3,0.83040777,0.633697476,-0.280177299,0.837950826,1.081964926,1.263112537,0.560815137
SCPT_14526_Raw03_result.csv,14526,0.64,5.562,0.02,-0.0034,110.6705405,134.7293536,335.2842261,111.1922683,90.49290102,72.14971289,145.6035278,1.68488181,245.5,2,3,0.796739263,0.600028969,-0.311681661,0.792036098,0.998025541,1.224553641,0.522409582
SCPT_14526_Raw03_result.csv,14526,0.66,5.902,0.0229,-0.0033,113.2871744,137.914821,344.0181414,114.9520293,95.57958655,74.22347233,149.4129973,1.677713686,245.5,2,3,0.773370986,0.576660692,-0.337397445,0.758782042,0.94333768,1.196216508,0.496582682
SCPT_14526_Raw03_result.csv,14526,0.68,6.036,0.0231,-0.0031,114.0083014,138.7927147,348.0093395,116.3213492,96.53059795,75.13858018,150.7410764,1.66629585,245.5,2,3,0.767025682,0.570315388,-0.34893237,0.746940334,0.933436912,1.183962803,0.487733308
SCPT_14526_Raw03_result.csv,14526,0.7,6.256,0.0277,-0.0037,117.1968829,142.6744661,353.8130017,120.713982,104.1355353,77.29432867,155.5193833,1.684399206,245.5,2,3,0.739441667,0.542731373,-0.365471583,0.709872985,0.857603673,1.155676362,0.456526572
SCPT_14526_Raw03_result.csv,14526,0.72,6.079,0.0277,-0.0037,117.362005,142.8754844,350.9319841,121.1906337,105.1120628,77.58073798,156.5985025,1.701575686,245.5,2,3,0.738033729,0.541323435,-0.35729548,0.705932156,0.848269901,1.151977773,0.449611726
SCPT_14526_Raw03_result.csv,14526,0.74,5.959,0.0302,-0.0037,118.8211115,144.651788,349.2150264,123.3112925,109.8262693,78.51086909,159.4456099,1.733276928,245.5,2,3,0.72567785,0.528967555,-0.352390907,0.688584956,0.8043972,1.140059872,0.431594087
SCPT_14526_Raw03_result.csv,14526,0.76,5.952,0.0345,-0.0034,121.1830452,147.5271854,349.9823795,126.6838744,117.0379912,79.96030599,163.3257203,1.765572393,245.5,2,3,0.705994774,0.509284481,-0.354585862,0.661602142,0.740798354,1.121766611,0.407550456
SCPT_14526_Raw03_result.csv,14526,0.78,6.12,0.0349,-0.0035,122.0298672,148.5580992,354.6343381,128.2158137,118.1926275,80.94067797,164.6830706,1.751588669,245.5,2,3,0.699031119,0.502320825,-0.367790278,0.649582059,0.730981217,1.109580432,0.399274105
SCPT_14526_Raw03_result.csv,14526,0.8,6.267,0.0363,-0.0029,123.2621287,150.0582436,358.7655302,130.239108,120.8285942,82.05889893,166.6201899,1.746839256,245.5,2,3,0.688983732,0.492273438,-0.379372109,0.633924894,0.708923983,1.095859678,0.387580037
SCPT_14526_Raw03_result.csv,14526,0.82,6.492,0.0414,-0.0032,126.1199439,153.537323,364.5215088,134.4103896,128.595631,83.95597468,170.598931,1.758230476,245.5,2,3,0.666063557,0.469353263,-0.395288612,0.602399219,0.64662411,1.073004397,0.363981578
SCPT_14526_Raw03_result.csv,14526,0.84,6.492,0.0482,-0.0039,129.077201,157.1374621,365.3891601,138.7050137,138.8611843,85.59391169,175.0693546,1.797603719,245.5,2,3,0.642886265,0.44617597,-0.39766603,0.570947473,0.569822187,1.053682792,0.33811474
SCPT_14526_Raw03_result.csv,14526,0.86,6.574,0.0489,-0.0037,129.8459237,158.0732984,368.0026692,140.1332711,140.5522434,86.41487469,176.4614953,1.793782189,245.5,2,3,0.636948402,0.440238108,-0.404793244,0.560703041,0.557717688,1.044137125,0.330194252
SCPT_14526_Raw03_result.csv,14526,0.88,6.442,0.0505,-0.0039,130.5541951,158.9355419,365.9931554,141.4477535,143.8690796,86.94731476,178.2085366,1.81476156,245.5,2,3,0.631508519,0.434798224,-0.399317685,0.551366532,0.534393231,1.037994589,0.320342529
SCPT_14526_Raw03_result.csv,14526,0.9,6.528,0.0516,-0.0037,131.4537624,160.0306673,368.6723517,143.0503063,146.0763307,87.81637522,179.7450522,1.812452275,245.5,2,3,0.624641774,0.42793148,-0.406611367,0.540100587,0.519167649,1.028048958,0.311757477
SCPT_14526_Raw03_result.csv,14526,0.92,6.457,0.054,-0.0038,132.4972112,161.3009527,367.9345573,144.8475511,150.3531871,88.54905981,181.8040243,1.831435477,245.5,2,3,0.61673535,0.420025056,-0.404608142,0.52761513,0.49030984,1.019740201,0.30036763
SCPT_14526_Raw03_result.csv,14526,0.94,6.347,0.0505,-0.0039,131.4598393,160.0380653,366.305793,143.7542942,146.6622167,88.3670617,181.1873981,1.823944749,245.5,2,3,0.624595547,0.427885252,-0.400171537,0.535191395,0.51516485,1.021797652,0.303765103
SCPT_14526_Raw03_result.csv,14526,0.96,6.024,0.0484,-0.0049,130.4434673,158.8007428,359.8133469,142.6815823,145.2173801,87.90930073,181.0820586,1.844609881,245.5,2,3,0.632357015,0.435646721,-0.382288469,0.542681497,0.525065154,1.026991338,0.304346656
SCPT_14526_Raw03_result.csv,14526,0.98,5.907,0.0484,-0.0049,130.5389242,158.9169512,357.8568961,143.1495957,146.27619,88.16529822,182.0027563,1.856629319,245.5,2,3,0.631625495,0.434915201,-0.376836228,0.53940674,0.5178004,1.024083506,0.299275116
SCPT_14526_Raw03_result.csv,14526,1,5.744,0.0478,-0.0048,130.3063898,158.6338659,354.7607265,143.1628999,146.5640273,88.21393931,182.6011754,1.870453403,245.5,2,3,0.633408425,0.436698131,-0.368146605,0.539313805,0.515834568,1.023531955,0.295992542
SCPT_14526_Raw03_result.csv,14526,1.02,5.585,0.045,-0.0042,129.2672259,157.3687968,351.6678525,142.017622,143.5657759,87.90157302,182.0460236,1.871724033,245.5,2,3,0.641415167,0.444704872,-0.359390182,0.547345799,0.536503648,1.027079247,0.299037415
SCPT_14526_Raw03_result.csv,14526,1.04,5.423,0.0422,-0.0042,128.1619026,156.0231858,348.4042808,140.7672206,140.4215972,87.53556269,181.3815805,1.873024451,245.5,2,3,0.650002619,0.453292324,-0.350066585,0.556189339,0.558647641,1.031251806,0.302693956
SCPT_14526_Raw03_result.csv,14526,1.06,5.445,0.04,-0.004,127.65906,155.4110296,349.6032394,140.3162368,137.6659334,87.66122356,180.9990613,1.856878956,245.5,2,3,0.653933831,0.457223536,-0.353501963,0.559398238,0.578466969,1.029817294,0.304805102
SCPT_14526_Raw03_result.csv,14526,1.08,4.431,0.0354,-0.0041,123.415982,150.2455433,323.7317301,134.982645,133.1658856,84.67849873,178.7189082,1.951426953,245.5,2,3,0.68773633,0.491026036,-0.276618232,0.598150733,0.611701336,1.06443523,0.317482721
SCPT_14526_Raw03_result.csv,14526,1.1,5.233,0.0256,-0.0041,121.1154882,147.4449422,345.6034033,131.7763086,115.2115967,84.86116946,172.3542733,1.774235241,245.5,2,3,0.706552409,0.509842114,-0.341994937,0.622191094,0.756526538,1.062280327,0.35374486
SCPT_14526_Raw03_result.csv,14526,1.12,5.366,0.0243,-0.004,120.9289536,147.2178566,349.5568012,131.8295733,113.2119115,85.22665633,172.0046333,1.747796657,245.5,2,3,0.708093734,0.51138344,-0.353369123,0.62178697,0.774035562,1.057982695,0.355775533
SCPT_14526_Raw03_result.csv,14526,1.14,5.837,0.0228,-0.0044,121.1276792,147.4597833,361.6066278,132.6785517,110.452643,86.23375147,171.4581039,1.68423398,245.5,2,3,0.706451758,0.509741464,-0.38726001,0.615367649,0.798710088,1.046235298,0.358958003
SCPT_14526_Raw03_result.csv,14526,1.16,6.066,0.0228,-0.0043,121.7304873,148.1936368,367.5952495,133.9174285,110.7138383,87.13320378,172.2632492,1.66149584,245.5,2,3,0.701487467,0.504777172,-0.40368552,0.606073542,0.796348108,1.035858922,0.354273122
SCPT_14526_Raw03_result.csv,14526,1.18,6.381,0.0252,-0.0042,123.8515618,150.7758144,375.4095624,137.192821,115.1611576,88.92446175,175.341271,1.65268989,245.5,2,3,0.684213181,0.487502886,-0.424720649,0.581909558,0.756964429,1.015509682,0.336562752
SCPT_14526_Raw03_result.csv,14526,1.2,6.381,0.0337,-0.004,128.6230242,156.5845512,376.0356287,143.6721541,130.1315183,91.52241481,182.8692461,1.718696128,245.5,2,3,0.646411114,0.44970082,-0.426386949,0.535762951,0.634751329,0.986713034,0.294525552
SCPT_14526_Raw03_result.csv,14526,1.22,6.268,0.0373,-0.0041,130.3868328,158.7317964,374.0886604,146.2513167,136.7607988,92.48350131,186.0500089,1.754166104,245.5,2,3,0.632791278,0.436080984,-0.421195882,0.517970458,0.585063542,0.976266683,0.277281445
SCPT_14526_Raw03_result.csv,14526,1.24,6.268,0.0424,-0.0046,132.8370831,161.7147099,374.6890663,149.9032247,145.4775581,93.89597843,189.9554497,1.786402572,245.5,2,3,0.614173509,0.417463214,-0.422799578,0.49330703,0.523275112,0.96110939,0.256507378
SCPT_14526_Raw03_result.csv,14526,1.26,5.55,0.0449,-0.0046,132.609693,161.4378872,358.238661,149.8307682,151.5785203,93.11839256,191.9788102,1.875453347,245.5,2,3,0.615886773,0.419176478,-0.377902468,0.493790502,0.482193171,0.969425225,0.245911945
SCPT_14526_Raw03_result.csv,14526,1.28,5.55,0.045,-0.0049,132.9089432,161.8021918,358.79614,150.5080868,152.368292,93.54423394,192.8009958,1.876081804,245.5,2,3,0.613632691,0.416922396,-0.379457425,0.489280132,0.476996383,0.964862533,0.2416384
SCPT_14526_Raw03_result.csv,14526,1.3,5.122,0.0468,-0.0048,132.7318204,161.5865639,348.4966152,150.7178886,156.9435163,93.17164846,194.4326688,1.93552494,245.5,2,3,0.614966243,0.418255949,-0.35033157,0.487887145,0.447410975,0.968853473,0.23321102
SCPT_14526_Raw03_result.csv,14526,1.32,4.789,0.0417,-0.0046,130.1612657,158.457193,340.1745552,147.3000538,150.1552876,91.78335423,192.1836596,1.946390433,245.5,2,3,0.63452276,0.437812466,-0.326161936,0.510825259,0.491626938,0.983865993,0.244845472
SCPT_14526_Raw03_result.csv,14526,1.34,4.66,0.0381,-0.0045,128.6138943,156.5734365,337.1460715,145.2582975,144.9650983,91.12075341,190.6266308,1.939918177,245.5,2,3,0.646482098,0.449771805,-0.317219336,0.524783427,0.526803935,0.99111136,0.252980245
SCPT_14526_Raw03_result.csv,14526,1.36,4.62,0.0357,-0.0043,127.7419818,155.5119778,336.5317579,144.1615237,141.4211199,90.89113903,189.7187777,1.92881041,245.5,2,3,0.653284485,0.456574191,-0.315395575,0.532362584,0.551554842,0.993634431,0.257754089
SCPT_14526_Raw03_result.csv,14526,1.38,4.633,0.0335,-0.0045,127.0593513,154.6809494,337.3793909,143.3115268,137.9807648,90.81698906,188.8566885,1.911388345,245.5,2,3,0.658642637,0.461932343,-0.317911139,0.538276177,0.576182657,0.994450575,0.262308482
SCPT_14526_Raw03_result.csv,14526,1.4,4.438,0.0259,-0.0051,123.0476363,149.7971224,332.3513459,137.6617079,124.5670522,88.70340033,183.251823,1.876361827,245.5,2,3,0.69072538,0.494015086,-0.302895733,0.578497664,0.678452804,1.017998723,0.292435658
SCPT_14526_Raw03_result.csv,14526,1.42,4.438,0.0259,-0.0053,123.266952,150.0641155,332.8172415,138.153435,125.0140771,89.05387754,183.9106426,1.876414177,245.5,2,3,0.688944602,0.492234308,-0.304296568,0.574932032,0.674870599,1.014055395,0.288846946
SCPT_14526_Raw03_result.csv,14526,1.44,4.138,0.0199,-0.0049,119.1733694,145.0806236,324.4859598,132.4744258,113.5960326,86.58949986,178.2545464,1.860308724,245.5,2,3,0.722717629,0.526007335,-0.278945321,0.616907333,0.770648366,1.042118388,0.320084383
SCPT_14526_Raw03_result.csv,14526,1.46,4.138,0.0188,-0.0046,118.6846573,144.4856698,324.9311608,131.9277417,111.5892701,86.51289565,177.5602705,1.848463908,245.5,2,3,0.72682691,0.530116616,-0.2803164,0.621042586,0.788472048,1.043003462,0.323986844
SCPT_14526_Raw03_result.csv,14526,1.48,3.982,0.0176,-0.0048,117.6290387,143.2005689,320.6254123,130.592032,109.5035534,85.89002164,176.6010842,1.857740396,245.5,2,3,0.735761015,0.53905072,-0.266976555,0.631218743,0.807339947,1.050229288,0.32940352
SCPT_14526_Raw03_result.csv,14526,1.5,3.982,0.0153,-0.0046,116.2282793,141.4952966,321.0530001,128.7443117,104.5703106,85.21482621,174.0049004,1.830146111,245.5,2,3,0.747740765,0.55103047,-0.268309272,0.64546859,0.853437273,1.058121512,0.344213485
SCPT_14526_Raw03_result.csv,14526,1.52,4.111,0.0148,-0.0047,116.432782,141.7442563,325.4137243,129.1915875,103.6127176,85.68612429,173.8775121,1.805274887,245.5,2,3,0.745982819,0.549272525,-0.281800423,0.64200047,0.862636868,1.052606045,0.344945849
SCPT_14526_Raw03_result.csv,14526,1.54,4.111,0.0123,-0.0051,114.6665788,139.5940959,325.8327038,126.8991161,97.95415611,84.68746719,170.307343,1.772132305,245.5,2,3,0.761268345,0.564558051,-0.283087124,0.659904538,0.918797373,1.064329324,0.365692242
SCPT_14526_Raw03_result.csv,14526,1.56,4.104,0.0119,-0.0047,114.5018694,139.3935801,326.0392557,126.8082169,97.27954098,84.73809919,170.1293012,1.767529484,245.5,2,3,0.762705798,0.565995504,-0.283720843,0.660621105,0.925708248,1.063731633,0.366738204
SCPT_14526_Raw03_result.csv,14526,1.58,4.192,0.0118,-0.0047,114.8422,139.8078956,329.1077621,127.4614146,97.30012337,85.23919964,170.5181361,1.754026522,245.5,2,3,0.759737935,0.563027641,-0.293088294,0.655483259,0.92549669,1.05783553,0.364455286
SCPT_14526_Raw03_result.csv,14526,1.6,4.224,0.012,-0.0044,115.2779977,140.338432,330.4784902,128.2104184,98.07391762,85.75105356,171.4454761,1.752522592,245.5,2,3,0.755950365,0.55924007,-0.297244627,0.649624139,0.917575491,1.051848575,0.359031655
SCPT_14526_Raw03_result.csv,14526,1.62,4.26,0.0117,-0.0045,115.2999896,140.3652048,331.959233,128.4029602,97.61844395,85.9720744,171.4307982,1.743512863,245.5,2,3,0.75575961,0.559049315,-0.301715222,0.648123502,0.922230497,1.04927442,0.359117271
SCPT_14526_Raw03_result.csv,14526,1.64,4.325,0.0117,-0.0045,115.6463295,140.786836,334.2912905,129.0575882,97.88880947,86.45414883,171.9830744,1.734921853,245.5,2,3,0.752760297,0.556050002,-0.308715793,0.643038222,0.91946471,1.043682745,0.35590088
SCPT_14526_Raw03_result.csv,14526,1.66,4.41,0.0109,-0.005,115.3423759,140.4168054,337.1878916,128.8642651,96.19115293,86.47955132,170.9548365,1.712590554,245.5,2,3,0.75539206,0.558681766,-0.31734337,0.644537305,0.936959559,1.043388962,0.36189754
SCPT_14526_Raw03_result.csv,14526,1.68,4.41,0.0109,-0.005,115.5163652,140.6286186,337.5879132,129.2320453,96.46674167,86.76795454,171.4736112,1.712632385,245.5,2,3,0.753884737,0.557174442,-0.318529013,0.641687358,0.934098644,1.040059581,0.358867563
SCPT_14526_Raw03_result.csv,14526,1.7,4.475,0.0108,-0.0048,115.7585886,140.9234991,339.8796349,129.7558872,96.4904234,87.17079215,171.8004469,1.702975205,245.5,2,3,0.751790057,0.555079764,-0.325294593,0.637642053,0.933853183,1.035427625,0.356963336
SCPT_14526_Raw03_result.csv,14526,1.72,4.475,0.0105,-0.0046,115.6615114,140.8053183,340.2745743,129.7624557,96.01773855,87.25044302,171.6796937,1.698699225,245.5,2,3,0.752629027,0.555918732,-0.326455916,0.637591432,0.938763996,1.034514309,0.357666452
SCPT_14526_Raw03_result.csv,14526,1.74,4.561,0.0104,-0.0047,115.9437516,141.148915,343.1503772,130.3667369,96.04178708,87.70188575,171.9927315,1.686607332,245.5,2,3,0.750191774,0.553481479,-0.334871821,0.632945415,0.938513568,1.029353546,0.35584473
SCPT_14526_Raw03_result.csv,14526,1.76,4.561,0.0098,-0.0042,115.5637115,140.6862575,343.5417292,130.0012467,94.81596916,87.54810686,171.1633961,1.677921184,245.5,2,3,0.753474955,0.55676466,-0.336011639,0.635752907,0.951359101,1.031108512,0.360678314
SCPT_14526_Raw03_result.csv,14526,1.78,4.634,0.01,-0.0043,116.0803341,141.3151893,346.0185201,130.9030487,95.58400514,88.1723167,172.1250544,1.672021855,245.5,2,3,0.74901446,0.552304167,-0.343195353,0.628839984,0.943291451,1.024003903,0.355075674
SCPT_14526_Raw03_result.csv,14526,1.8,4.634,0.0096,-0.0048,115.8743236,141.0643939,346.3986265,130.7664986,94.84679774,88.14745138,171.6987107,1.666250778,245.5,2,3,0.750790761,0.554080467,-0.344293264,0.629883668,0.951034013,1.024285951,0.357555688
SCPT_14526_Raw03_result.csv,14526,1.82,4.729,0.0086,-0.0041,115.3077956,140.3747077,349.4809667,130.2953718,92.66263685,87.87145579,169.7602117,1.640327053,245.5,2,3,0.755691911,0.558981616,-0.353152154,0.633492983,0.97433161,1.02742193,0.368910025
SCPT_14526_Raw03_result.csv,14526,1.84,4.997,0.0079,-0.004,115.3713589,140.4520891,357.3063431,130.9326777,91.40573968,88.21742415,168.4304604,1.60020736,245.5,2,3,0.755140814,0.558430519,-0.375296571,0.628613667,0.987988673,1.023492451,0.376773981
SCPT_14526_Raw03_result.csv,14526,1.86,5.214,0.0079,-0.004,115.9596866,141.1683141,363.5456977,132.1839814,91.83318989,89.02625363,168.9449123,1.577476155,245.5,2,3,0.750054346,0.553344052,-0.392608058,0.619102197,0.983323169,1.014365636,0.373724248
SCPT_14526_Raw03_result.csv,14526,1.88,5.413,0.0108,-0.004,119.1534924,145.0564255,369.1762764,136.6959438,98.93969228,92.13464201,176.4794822,1.596698976,245.5,2,3,0.722884433,0.526174139,-0.407977297,0.585537876,0.908786452,0.98004594,0.330092326
SCPT_14526_Raw03_result.csv,14526,1.9,5.475,0.0108,-0.004,119.4170043,145.3772226,371.1747725,137.2804787,99.20814866,92.55775444,176.9675128,1.590404575,245.5,2,3,0.720675342,0.523965048,-0.413376089,0.581270824,0.906076793,0.975464125,0.327330775
SCPT_14526_Raw03_result.csv,14526,1.92,5.532,0.0166,-0.0045,124.4740914,151.5336765,373.0303527,144.0924506,112.711583,96.34286757,187.6490395,1.654607991,245.5,2,3,0.679199354,0.48248906,-0.418362844,0.532841836,0.778464754,0.935383581,0.26872354
SCPT_14526_Raw03_result.csv,14526,1.94,5.532,0.0166,-0.0045,124.6365778,151.731486,373.4132469,144.4631745,113.002718,96.62081755,188.1416605,1.654643454,245.5,2,3,0.677894822,0.481184528,-0.41938876,0.53027232,0.775885076,0.932502727,0.266101755
SCPT_14526_Raw03_result.csv,14526,1.96,5.64,0.0182,-0.0043,126.1694359,153.5975741,376.5650611,146.8046528,116.7606619,97.91182082,190.9278523,1.660660764,245.5,2,3,0.665671214,0.46896092,-0.42779389,0.514194137,0.743170732,0.919229661,0.251401327
