Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.03,0.6228,0.0004,-0.0003,44.794759629285686,54.532750853043446,107.30114071134832,26.953248451372733,17.655584582671953,16.24855370050099,39.72074736816506,2.4456960191463373,182.0
0.04,1.0418,0.0008,-0.0003,52.17245954057601,63.51429857113602,134.3791337516699,32.56722714655445,21.383593052377563,20.07742056687766,46.92607557807474,2.2245301147074685,182.0
0.05,1.48,0.0016,-0.0003,58.08212008723506,70.70866793228616,157.09955992805197,37.57574311887989,25.039933212623232,23.80077670020904,54.47468165455915,2.085050349446448,182.0
0.06,1.3609,0.0032,-0.0003,60.04437964486497,73.09750565461823,154.91554211703425,40.29272165690181,28.97402074535925,26.202473693878883,62.38667401030872,2.1875314084698627,182.0
0.07,1.3955,0.0064,-0.0004,64.0155339928413,77.93195442606768,158.81291678527114,44.89937519201296,36.08419365151845,29.074289670718525,70.99764722533742,2.2731518948937883,182.0
0.08,1.6223,0.0059,-0.0005,66.34349765661406,80.76599714718233,170.4549635059954,47.13435534237847,36.46676188142349,30.627845282680983,72.74568777501776,2.1748433647262537,182.0
0.09,2.3527,0.0128,-0.0005,75.4701794722769,91.87674022711973,198.76736696420477,55.909984728060216,47.71205720704668,35.60420161765928,83.11319906784814,2.098591914753752,182.0
0.1,3.5444,0.0127,-0.0005,80.49621574636687,97.99539308253358,234.88983763232727,60.73906109487819,48.28007899943151,38.86580654770936,85.53046936680664,1.859181941286233,182.0
0.11,3.6097,0.0126,-0.0005,81.56342394548993,99.29460306407468,238.7760842011838,62.458759435983055,49.41841030522132,39.98817504131681,87.53980237306325,1.847276341032404,182.0
0.12,3.2561,0.0124,-0.0005,81.36418166085905,99.05204723930666,231.54104539846756,62.95721042474879,50.49304175171663,40.30998931346133,89.23421201810856,1.9038020263017652,182.0
0.13,3.0961,0.0109,-0.0005,80.78667381566443,98.3489942103741,228.9338309584399,62.95872655372481,49.57596437723814,40.48347939328806,89.51274988583808,1.909771191553664,182.0
0.14,3.0253,0.0102,-0.0005,80.8609284119516,98.43939111020195,228.59059868998116,63.5424030857168,49.56215669630361,40.96244654122927,90.40779086233434,1.9115879083294889,182.0
0.15,3.0273,0.0102,-0.0005,81.56348167029174,99.29467333774646,230.21539728979863,64.71768288593766,50.474049434966254,41.7596638072252,92.00017992345067,1.911241502711186,182.0
0.16,3.0293,0.0108,-0.0005,82.61308731576264,100.57245412353711,231.74948654895013,66.24920631033861,52.25344019973557,42.7219078489435,94.21263099737718,1.9207433340906253,182.0
