Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,8.01,8.57,0.5600000000000005,6.265903680246113,0.015333861835513293,0.05229941130830062,163.2064815968283,198.68615150918217,452.6782830625781,168.23467131952836,130.43517103771543,146.32782995223695,269.13165820598465,1.6801708095712196
2,8.58,9.07,0.4900000000000002,3.2910759706925594,0.03392121914140784,0.06228442640157027,164.5714545846407,200.34785775521465,356.43761406296034,169.53038413781994,170.79574527292837,144.95598687136692,301.717481277653,2.2235612495617594
3,9.08,11.74,2.66,0.7871863448049113,0.015171731939123297,0.37316836127804415,128.6381011010906,156.60290568828412,217.25128553278236,126.38778658464837,135.93731855800243,115.4509839334742,280.1803473352433,2.9704410737024705
4,11.75,12.64,0.8900000000000006,1.3083239093103096,0.03250313749642268,0.48109388653399443,153.69670689394246,187.10903447958202,265.741804638444,150.82628707538336,177.5740612097471,138.3712156140984,323.40951244579094,2.870804705186789
5,12.65,15.3,2.6500000000000004,0.9206801194763669,0.020803556770770455,0.41485518131244636,145.36919226558987,176.97119058419645,236.96202098021865,133.58372744885142,150.39122471513218,131.60729455496573,314.96314776569517,3.0752703682147096
6,15.31,15.8,0.4900000000000002,2.552565368720461,0.03964686992278086,0.3284799125348254,183.57899519658824,223.48747241323773,348.75241625505146,169.45902178915472,182.78571070006325,165.73281236103549,354.7128544098072,2.5558209408103596
7,15.81,17.3,1.4900000000000002,1.5272590972218283,0.02104322140241882,0.7814164902008953,165.83029576599364,201.88036006294885,293.6498648468645,143.93775593188644,143.89116127442097,148.5732282766044,330.58015259083135,2.7755459448370123
8,17.31,17.9,0.5899999999999999,2.48331045193672,0.03129055841989301,1.1234063421768348,186.9533334482381,227.59536245872454,354.1921663544562,163.66383399650212,163.45516344383495,167.5338498672232,354.8357055304227,2.5573448186321928
9,17.91,19.36,1.4499999999999993,3.493887081822476,0.03459014965447139,1.4293406000912736,200.85955674479717,244.52467777627513,405.10449662425236,175.18564147227337,167.74696556145696,180.26359695858707,365.60260537631785,2.374211013376304
10,19.37,19.86,0.48999999999999844,6.9156975928299484,0.23784761373959523,0.15853159923140328,270.0175970631199,328.7170746855377,511.29488139765425,257.68484569593664,386.65904477089964,236.76815488846142,478.3163814324764,2.525257388657382
11,19.87,20.83,0.9599999999999973,6.675950044119202,0.3215057929874399,,280.4844611833198,341.45934404925873,505.9909483810918,268.9689555036313,447.3725051340977,244.01349956294993,501.94032864960246,2.6640918240130897
12,20.84,21.33,0.48999999999999844,9.998343708743795,0.24452672760202962,,290.40945723231306,353.5419479349896,592.590025610787,272.93172274808575,379.5651674975578,255.32914108769054,490.235091620208,2.311678588427001
13,21.34,23.0,1.6600000000000001,3.4225629493456284,0.0357291565030215,1.07492100810116,211.2947311123223,257.22836831065376,406.2770098289781,174.03100215449848,167.8718770915113,189.12965383025718,383.5832621124521,2.4960256751605003
