Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.02,1.0,0.98,6.862074390791172,0.08211097087715806,0.0021610214647466235,126.41351138219045,153.89470950875364,345.8632068427468,130.04368851352376,155.6951007597956,72.84083865039786,154.54915241521056,1.904227782930024
2,1.02,2.64,1.62,16.981594346258046,0.2569473277740998,0.0011016721069063333,200.71311531599042,244.3464012542497,567.8438690236469,264.85302913982554,392.861486285699,138.86856918721352,264.4963913815369,1.728453213842495
3,2.66,4.0,1.3399999999999999,14.397890246371947,0.2834637316188832,0.00034375438551749536,224.16318646740345,272.89431396031733,567.3114559023442,289.54512884533125,441.45954732404465,162.76463159035316,313.58915015292035,1.8763269114462813
4,4.02,5.68,1.6600000000000001,7.1171036359165765,0.11656436585463766,,196.83724645355608,239.62795220432923,449.9421675340673,229.03960089939983,283.1215580616557,151.74054308920714,305.8149801109888,2.0596156782957866
5,5.7,6.72,1.0199999999999996,11.372324009448834,0.1809331897778828,0.003873729233356399,233.17999544843045,283.87129880678424,551.7284024999911,264.711996162138,336.7434909834918,180.53950742339788,346.2373849141817,1.9482633021797489
6,6.74,8.68,1.9399999999999995,4.4578718215499045,0.061415913522945974,0.3332239613551577,192.33669375528166,234.14901848469077,397.54201649363995,196.64707152108164,211.68482995135335,153.10662048571868,315.4767041720332,2.237919640923749
7,8.7,11.04,2.34,3.282755596287651,0.04259170429303259,0.330359950399782,187.35650887004405,228.08618471135844,362.8205527345314,177.3372716024714,180.85085473651813,152.2374448296018,319.5152224379644,2.3923197787653008
8,11.06,12.3,1.2400000000000002,3.0955830828811193,0.0546269120814295,0.9717126443027388,197.33793185572938,240.23748225914932,366.26627036546535,181.86509351728805,197.55945300952007,161.57717888797475,344.4005547651564,2.5124451632736817
9,12.32,13.3,0.9800000000000004,7.088700774165394,0.16826385833309082,0.25524389555730975,252.97192097716385,307.96581684176454,495.99190275430504,242.77336655387674,314.6242726509089,205.08063799214875,410.5960688430688,2.3535913219734836
10,13.32,14.3,0.9800000000000004,4.355934098558159,0.12383923580989634,0.14418611728037897,231.35700633711468,281.6520077147489,416.0302429679875,213.17670424363462,274.12877806000876,190.3269252913839,400.6872533348572,2.604222974397843
11,14.32,15.3,0.9800000000000004,5.68297771073748,0.0853606378130786,1.4732632908533525,236.40742111153588,287.80033874447884,471.1637174248732,212.71509045662773,231.39780999411988,195.50709262799802,389.34685434082405,2.306246695185397
12,15.32,17.2,1.879999999999999,5.078168839901188,0.1556096488893875,0.08700753457715028,250.8185569303462,305.3443301760732,446.90639157687565,224.3879956891794,297.50867940890316,207.49204029605696,430.6234385361433,2.6297462942923255
13,17.22,18.8,1.5800000000000018,8.174470508050586,0.21349171766050357,0.2535575245914739,284.71158731493284,346.6054106442659,541.8787693152544,254.2529824436781,336.69134829692854,234.71655740315484,462.1046207176711,2.4283463353992074
14,18.82,20.32,1.5,11.622355641746989,0.34564805106365976,0.005299999999999998,321.85061987046953,391.8181459292674,623.1118365606967,289.76384306132013,417.04259239188286,263.0017916177818,503.7443864535471,2.3758994509861844
15,20.34,21.36,1.0199999999999996,15.40220958464042,0.5069333015030578,,357.203797416973,434.8567968554451,698.4324799972288,321.08602975571415,492.34135913749867,287.76612449274614,539.1553525802947,2.3419691176319497
16,21.38,22.42,1.0400000000000027,8.710167666236904,0.3901008642336743,0.291717039958385,322.70265283189804,392.8554034475292,567.2627967070347,278.2528550107189,430.9610556280443,262.9547411290507,525.4006282268458,2.663217877746353
17,22.44,24.0,1.5599999999999987,10.68678747339539,0.42915116905375716,0.18498764400254739,342.29539689932744,416.70743970352925,616.6083427219523,290.5802175858633,444.45939196779005,277.43731339178845,540.6976755736162,2.5788526491445922
