Depth,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
0.06,1.0195,0.0484,0.0146,69.99323220070274,85.20915224433378,139.05259656450448,58.893598738477614,86.03414020231544,31.491532584545062,88.61841625633724,2.9252046765063646
0.08,1.1016,0.0537,0.0133,74.35735208044399,90.52199383706225,147.31315291455314,65.0633846861865,96.79158308823764,34.794944702223866,96.66052648972591,2.907900243246983
0.1,1.2286,0.054,0.0041,78.12078187449693,95.10356054286584,156.79439368161735,69.7141851863831,101.66805610645778,37.62544271097717,102.43127580016575,2.8449785209005536
0.12,1.4086,0.0558,0.0032,82.32046430503475,100.21621741482491,168.18118477991328,74.5650486890898,106.8737213672487,40.47867371817094,107.83409190288738,2.7708668698651095
0.14,1.5982,0.0603,0.0028,86.59421878128886,105.41904895113427,179.19221895087003,79.75940165477786,114.26900972371494,43.3042614378579,113.36481127059447,2.715831866426159
0.16,1.7883,0.0676,0.0033,90.92907911424787,110.69627022604088,189.544847723637,85.34325698152358,124.09987241434229,46.11053574321789,119.11411827319498,2.6799797821792923
0.18,1.9962,0.0773,0.0036,95.44163614131685,116.18981791116833,199.99488564901108,91.30830809095787,135.80930890794696,48.94765167359389,124.97655335795902,2.6519024425859072
0.2,2.139,0.0915,0.0014,99.63949497861758,121.30025475657793,207.45859889942045,97.63194112489617,151.73692203275135,51.624096698654355,131.2649103680163,2.660283534433008
0.22,2.2143,0.0967,0.0005,102.05332100443302,124.23882557061411,212.19700916107482,101.5354951538996,159.73936262104715,53.51995946995942,135.473042700854,2.655979483056211
0.24,2.2506,0.1019,-0.0057,104.01979665710753,126.63279593039178,215.27106352001195,105.08937481190037,167.88245729548328,55.19833307858966,139.45139112379718,2.662777621403531
0.26,2.2475,0.1073,-0.0243,105.53611185730773,128.47874486976593,216.58078420327448,108.32029829670118,176.4210648485729,56.67153127652173,143.26118992640545,2.6817309633170594
0.28,2.3096,0.1132,-0.03,107.63985763990877,131.03982669206286,220.38168413357238,111.91620382119831,184.7748523377247,58.33729720193886,147.02153235312525,2.68215849386492
0.3,2.3927,0.1193,-0.0338,109.88117792503526,133.76839051743423,224.8673702661715,115.57330971923666,193.03306876547254,60.031417261262845,150.6740505744838,2.6771068087481447
0.32,2.4705,0.126,-0.0277,112.10228750752083,136.4723500091558,229.19963271934378,119.25075884220277,201.74121520058222,61.679563530649745,154.2827881649773,2.6738331747879314
0.34,2.5177,0.1356,-0.0215,114.26838480041896,139.10933801790136,232.35241778568977,123.21373265781804,213.18968114394107,63.28358724672419,158.19221625537728,2.684703061798079
0.36,2.5649,0.1435,-0.0153,116.21250579806023,141.47609401502984,235.43229974016987,126.77469706839469,223.03016022243318,64.77311288721539,161.70451884957114,2.6906497603367825
0.38,2.639,0.1511,-0.0389,118.19696112941813,143.89195267929165,238.94695255215015,130.2863002178974,232.4033179816917,66.30768804534375,165.06995663910055,2.6919480582396558
0.4,2.7492,0.1622,-0.0528,120.75093878431565,147.00114286786254,243.77012173399646,134.5512601658847,244.4054803397364,68.0566289554646,168.82535459859895,2.6907793808133325
0.42,2.767,0.1698,-0.0574,122.22869430959561,148.8001495942903,245.49393003834615,137.65448578320633,254.04088810188534,69.31309196618152,171.95095524891656,2.702079598460078
0.44,2.7002,0.1751,-0.0601,122.76990883198314,149.45901944763165,244.27569008669803,139.82973050298753,262.4042042913044,70.14737624340653,174.65169766203422,2.7275483435367534
