Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0,5,184.14,1.7725064251188472,0.01415635101144002,108.6514183691754,132.27129192769186,240.6860929686025,119.21971127860775,113.02619018001121,79.98760437050231,180.7875386045145,2.3444494867717953
5,7,184.14,1.4291281254835781,0.012987635448043398,124.61217727334945,151.7017810284253,249.0846742721851,134.27561463143246,127.50634000849178,106.44621155527898,239.6848146033895,2.5492830532374686
7,9,144.61,2.57024810883239,0.02623164403411633,154.9560840123138,188.64218923238175,327.33632223421233,160.22351070321125,157.35796212688336,133.1092060494528,283.855321108905,2.358778410774827
9,11,440.46,3.408661641390579,0.05115585396353843,180.81409524767187,220.12150725803542,371.24022334599783,184.2248587145635,204.28169659319872,155.9643026444724,328.36987586944747,2.4093080583005033
11,13,325.97,1.9716440553191703,0.022085937856047684,161.8410426447852,197.02387800234746,311.9250188520676,152.01880999111663,147.44508816889945,141.45106662855457,307.1073154746705,2.5878522132062534
13,15,391.11,3.248290037648589,0.05401264478608689,193.59645600772393,235.6826420963594,373.10872308737294,183.34843867508494,205.47585119902138,170.89430937787228,360.05478753132866,2.561359045068405
15,17,365.87,2.4832933835116378,0.05060817755407812,191.61365155644185,233.26879319914653,346.68311295102785,174.72384097986458,199.94560149646253,169.72400240112796,368.5815688435032,2.743855011011256
17,19,324.63,2.127155812582118,0.03957520736416569,187.52158851762465,228.28715123884706,322.7209023217323,162.33076799959017,182.016889320602,168.051922493336,367.38104057558843,2.898235779855949
19,21,333.54,2.8973759798606995,0.07446757456496113,214.33598210115247,260.930760818794,372.4963824633701,187.0042450349276,229.83488021142205,190.6757083159561,410.5765185863274,2.8448603630122613
21,23,363.21,3.441970858779765,0.09552464850794719,229.38710198582902,279.2538632870965,395.64888708893477,197.00692816995672,250.30502730584655,204.91069187039048,435.00297739990975,2.8556427282210146
23,24,394.09,3.4943262682737632,0.0910714206425153,233.71160119454223,284.5184710194426,403.3256712456093,196.00392383030842,243.20256294964355,208.34699431247898,439.6685769264806,2.8474275246082863
