Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.01,0.16,0.028,0.028,0.002,35.07663999741979,42.70199651859801,57.32333106194785,27.18139614572113,48.76106576208585,14.006357821667104,51.73694580385698,3.908104479254399,90.0
0.02,0.168,0.031,0.031,0.001,38.94431071619769,47.41046521971893,62.51883125771256,33.110507993118674,60.76375525324086,17.24772102250813,62.49778896038293,3.907638523720333,90.0
0.03,0.192,0.037,0.037,0.001,42.84603456329359,52.16038990314002,68.48132410580017,38.43734401924719,72.65638247370734,19.971636449859147,70.9306739081516,3.875705417469088,90.0
0.04,0.692,0.04,0.04,0.002,60.30954671943415,73.4203177453981,114.96448232377308,48.53309811585946,72.28492444307281,26.19007592707708,77.79747776922397,3.1123800211798303,90.0
0.05,0.902,0.043,0.043,0.001,65.96803008956849,80.30890619599641,130.03703575692248,53.67416503958753,77.4904707258106,29.124542192751512,83.25658518927268,2.9705520914052443,90.0
0.06,1.657,0.078,0.078,0.001,80.46102516002954,97.95255236873162,167.02502571991323,67.26850774372504,104.31111009404164,35.137443788747134,94.62966587753712,2.7686788282676527,90.0
0.07,2.411,0.083,0.083,0.001,88.44984251552019,107.67806914932892,195.71366692257416,73.98240466400306,108.41021916588652,38.91122989669275,99.46675984031911,2.5568917806715525,90.0
0.08,3.694,0.079,0.079,0.001,95.87907997410932,116.72235822935048,233.42214484281055,79.6745670671267,105.05916464074062,42.766079631815344,102.54925767475396,2.2802558369656,90.0
0.09,4.735,0.089,0.089,0.002,102.2825198984609,124.5178503111698,259.65674502239614,86.47091016195552,112.80828375259073,46.25329630632232,107.4981967214921,2.1632665104292617,90.0
0.1,6.002,0.1,0.1,0.0,108.49283391057692,132.0782325867893,287.2449623853437,93.40755474220786,120.8065528938574,49.761383422503854,112.28432840726006,2.0529289710976286,90.0
0.11,6.631,0.1005,0.1005,0.0,111.15885943754968,135.32382888049526,301.2204248997133,96.99352851947828,123.08632863543616,51.857568850708034,115.18432393316196,1.993241029970946,90.0
0.12,7.963,0.101,0.101,0.0,114.6442905173409,139.56696236893677,325.8319001353239,101.42112527692768,124.11237097423326,54.568740568186925,117.98379380981912,1.8823157350731348,90.0
0.13,8.613,0.105,0.105,0.0015,117.33112625765484,142.83789283540588,338.4219483271647,105.31543277868836,128.54135223733698,56.61285111016866,121.077146001764,1.8459993290889685,90.0
0.14,9.262,0.087,0.087,0.003,115.7389455976219,140.89958594493103,350.5112804383777,104.43797560721138,117.59548723006452,57.494592834779766,120.4540111302441,1.744531267626154,90.0
0.15,9.56,0.086,0.086,0.001,116.78890509564545,142.17779750774227,357.20273252367565,106.4918270048207,118.65374093787328,58.819387931111166,122.41962110873044,1.721697716175807,90.0
0.16,9.77,0.082,0.082,0.004,117.0201753939381,142.4593439578377,362.49710110128376,107.60497587047718,117.43776952009766,59.83489663367077,123.6867367505282,1.6942965172395688,90.0
0.17,10.303,0.089,0.089,0.017,119.86133165919368,145.91814288945318,372.18997156507777,111.67910280805349,123.95381543310776,61.73746123546762,126.99305320597549,1.6857571562720837,90.0
0.18,10.496,0.085,0.085,0.001,119.95287119015104,146.02958231844477,376.9203550242002,112.60984239015568,122.5726782869148,62.65457387773341,128.0925099995808,1.660928521620479,90.0
0.19,10.295,0.071,0.071,0.001,117.19113903509869,142.66747360794625,376.154661136936,110.24314554034244,113.45559958008226,62.48617798942832,126.83567858772682,1.6207027354368644,90.0
0.2,10.779,0.11,0.11,0.006,126.96909279922173,154.57106949470472,384.7767007024008,121.96578784937375,144.44689631851915,66.16541710590955,136.06376186289032,1.7225711797795953,90.0
0.21,11.198,0.129,0.129,0.0,131.50408638849737,160.09193125556203,392.2967583102131,128.07540393069235,159.42494934906418,68.33606380720782,140.67649485417297,1.749265622472591,90.0
0.22,10.803,0.142,0.142,-0.001,133.9881525139679,163.11601175613484,388.7353881136845,131.69374146527568,171.11879726458974,69.41952712817425,144.09151473110666,1.8020985011336133,90.0
0.23,11.36,0.148,0.148,0.004,136.21913340390873,165.83198849171498,398.0344054235653,135.15603045869975,176.5023666360957,71.03695931613514,146.56177652121949,1.784613206666629,90.0
0.24,12.029,0.154,0.154,0.002,138.48560188254348,168.59116750918338,408.5427052432059,138.70841359946925,181.70735308464853,72.71664272579508,148.9788411555356,1.7625141550510486,90.0
0.25,11.844,0.162,0.162,0.009,140.20945982031725,170.68977717256013,407.7941697875355,141.46479211488878,189.50422322254752,73.69171452957463,151.50236684133895,1.7885712685262936,90.0
0.26,11.666,0.158,0.158,-0.008,140.12602963801402,170.58820999410403,406.9744567919981,141.9566528314437,188.97134297598447,74.18322607030956,152.49958307319346,1.7898209940755527,90.0
0.27,11.634,0.121,0.121,-0.0045,134.58949568653392,163.84808170534563,408.0787979034064,135.73559107577233,163.75915258015883,73.29479251136706,148.7110639967254,1.7056483954059138,90.0
0.28,11.602,0.143,0.143,-0.001,139.02017900029324,169.24195704383527,409.12940141020806,141.70349455448655,181.90286363550703,75.04355143460404,153.3776097423106,1.760649117879801,90.0
0.29,11.545,0.158,0.158,-0.002,141.91657959636134,172.76800994339644,409.7788035365698,145.91310860169895,194.6543994224938,76.35504397439504,156.75939739381636,1.7961797031846554,90.0
0.3,11.61,0.208,0.208,0.011,149.23008360826756,181.671406131804,412.0744600852729,156.15802859195196,231.30157794770065,78.92100885886221,163.8699891004626,1.884424428669141,90.0
0.31,12.029,0.2125,0.2125,-0.016,150.88870169027237,183.69059336207076,418.9784629172423,158.89160023779152,235.6506971989118,80.19369362776929,165.73896555418528,1.8703502924945965,90.0
