Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.02,1.723,0.0057,0.0057,0.0021,56.269783734581296,68.502345416012,152.07111595993405,33.996240109286525,25.911847221869028,20.95399590866748,51.0190757309688,2.135393782066874,184.14
0.04,1.81,0.0078,0.0078,-0.003,63.129667946821534,76.85350880482622,165.9302254600123,42.16461127742612,33.819236126440565,26.26274200796764,63.35195960206178,2.158587816266029,184.14
0.06,1.735,0.0083,0.0083,-0.0052,66.25234197798255,80.65502501667441,169.9390760275053,46.77160297411764,38.2487995117106,29.36881863244455,70.74292130792901,2.1939619246212407,184.14
0.08,1.597,0.0083,0.0083,-0.0202,67.74525494783713,82.47248428432347,169.27449295504636,49.70832524005706,41.21802083908332,31.436647763211617,76.03720254109814,2.2428832483695262,184.14
0.1,1.212,0.0084,0.0084,-0.0371,66.52072642856304,80.98175391303326,155.53300749784592,50.70523670565409,44.17501687286965,32.17787653691447,80.41442890625675,2.407191978565079,184.14
0.12,1.0,0.011,0.011,-0.0354,67.05329710166845,81.63010081942247,147.09690751505556,53.62514737371501,51.49320676541378,33.6717588385899,87.0910766994867,2.5756669565263084,184.14
0.14,0.772,0.013,0.013,-0.0207,65.89628236025874,80.22156113422804,135.39036805437038,55.29754698616964,58.1217600073028,34.33330459135472,92.36579067481377,2.765974349064012,184.14
0.16,0.512,0.0101,0.0101,-0.0284,60.43683310266948,73.57527508151068,117.01502026471576,52.38045644999184,55.7757359350611,32.88945875598839,92.17486014318897,2.958772798358769,184.14
0.18,0.993,0.0179,0.0179,-0.0173,73.22390753301005,89.14214830105571,152.92231772337783,63.70337716771746,69.5160150630448,39.20406249072526,102.7997403358616,2.6885044762893906,184.14
0.2,1.045,0.0179,0.0179,-0.0171,74.91472405991253,91.20053363815438,157.5810200294689,65.87417079397919,71.17853260246468,40.66714733864258,105.6167255548148,2.657782696891184,184.14
0.22,1.356,0.0181,0.0181,-0.0155,79.58084454880324,96.88102814636918,175.7869754680361,69.80048940223477,71.93258556154942,43.39543491503898,108.55994886669632,2.503080686029451,184.14
0.24,1.583,0.0181,0.0181,-0.0165,82.62100834180279,100.58209711175992,188.12207888496985,72.75102029420331,72.78661446649224,45.45996757893994,111.10345719929484,2.41011355107454,184.14
0.26,1.144,0.0208,0.0208,-0.0086,79.74068721247689,97.07561921518926,167.53086721039426,72.96289563756756,80.74438240041812,44.87381757403863,115.16714441290924,2.638741961344575,184.14
0.28,1.279,0.0222,0.0222,-0.0086,82.60746965013377,100.5656152262498,176.12187169025898,76.1419156028603,83.96695124049168,46.80199986380541,118.442472851333,2.587191040560456,184.14
