Depth,qc,fs,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.02,0.1675,0.0075,0.0075,-0.0003,35.61728739302224,43.36017595672273,62.41077019575406,25.68396693861897,31.145514482491013,15.324714046915767,51.96800178680046,3.550101770125724,80.0
0.03,0.1675,0.0133,0.0133,-0.0004,38.77636888686648,47.20601429705484,64.96400026980146,23.75430944042472,33.75043588496838,17.988516582441235,62.03401000917308,3.687979269008229,80.0
0.04,2.7025,0.0233,0.0233,-0.0005,73.56685386449682,89.5596481828657,193.40854196514,39.65981886917438,38.30551456696623,30.46879671352988,73.25415602823172,2.145730294946291,80.0
0.05,5.6796,0.0233,0.0233,-0.0005,82.14479663349736,100.00236111904027,262.59584038211307,46.694379753331226,39.24808093283402,36.07811027956458,77.93586996139331,1.7029931617545602,80.0
0.1,5.5809,0.0569,0.0569,-0.001,99.81022601097898,121.50810123075702,279.3691374280056,66.83612093671573,72.63008158396819,46.99130995235667,104.29175156253524,1.9334902566795815,80.0
0.11,5.5809,0.0681,0.0681,-0.0008,103.40086218127968,125.87931048155788,282.0184308280005,70.99717103408642,81.77699060118074,48.97806355636657,109.36209990110224,1.9840054620029408,80.0
0.12,3.5159,0.0643,0.0643,-0.0006,97.7091209447488,118.95023419360724,238.43092394941215,68.39677105551117,85.04663466981076,46.72410360112925,110.58614204522152,2.250900508128401,80.0
0.13,2.2444,0.0717,0.0717,-0.0001,92.8745929080592,113.06472180111555,202.46155362423016,67.87011279569126,96.04300885626051,45.19190016515797,114.07830394641417,2.557938401983138,80.0
0.14,2.2444,0.0754,0.0754,-0.0001,94.2276621287726,114.71193650459274,203.95241342703852,69.94468376774154,100.68199248539682,46.32566647127906,117.00018954551174,2.572774343377436,80.0
0.15,2.204,0.0791,0.0791,-0.0005,95.20585918817817,115.90278509865166,203.9274492148868,71.80172819406638,105.45738564690508,47.28705966004684,119.78806582477527,2.5981806868023343,80.0
0.16,2.1635,0.09,0.09,0.0007,96.94583126422016,118.02101197383324,203.794238239508,74.77504314099679,115.26938416644543,48.53196771324581,123.80374962836304,2.6481996934817422,80.0
0.17,2.1773,0.1009,0.1009,-0.0068,98.95080753599518,120.46185265251589,205.46550379966277,77.81157768290512,124.70462868972406,49.87303768633468,127.60561334922836,2.6794932063560104,80.0
0.18,2.2563,0.1213,0.1213,-0.0072,102.27179813772804,124.5047977328863,209.46285119998512,82.33237520940591,139.8566180372171,51.71698177639862,132.6357935104876,2.71453843330972,80.0
0.19,2.3354,0.1213,0.1213,-0.0073,103.62940772038137,126.15753983350774,213.37828454961027,83.93820282214483,141.5671060897446,52.76133724392519,134.49687508310848,2.693390778360466,80.0
0.2,2.5487,0.1615,0.1615,-0.0073,109.30923661008885,133.0721141340212,221.7501951347228,91.1435069416577,167.5988671329037,55.49992254741538,141.5107821240794,2.7304280094336457,80.0
0.21,2.9774,0.1612,0.1612,-0.0073,113.18180266827544,137.78654237877012,236.4653415763072,94.04730612528505,167.33453557621044,57.52261745563576,143.39865800492353,2.6343269803990865,80.0
0.22,3.8357,0.1626,0.1626,-0.0059,119.15038233725508,145.05263936709312,261.71029229268424,98.26097616197517,166.4191493619789,60.47946772065278,145.53210607381587,2.481503999540663,80.0
0.23,5.4427,0.1654,0.1654,-0.0021,126.95600134935624,154.55513207747714,300.48493621422546,103.90970537457122,164.73100952676216,64.4872536014043,147.8875247793214,2.2721836956511665,80.0
0.24,6.1061,0.1851,0.1851,-0.0017,131.7575054465433,160.40044141318316,315.30934464234724,109.13227574177796,176.2921645609425,66.9670679381961,151.82059423660507,2.2385677307527003,80.0
0.25,6.422,0.1851,0.1851,-0.0009,133.39070503232898,162.3886843871831,322.7489352511455,111.09794317356057,177.61275153303342,68.22513466289884,153.4539854573094,2.207664299247348,80.0
0.26,7.034,0.2018,0.2018,-0.0011,137.396799660213,167.26566915156366,335.4685626438143,115.65458446477584,187.5776600614451,70.38595549936572,156.8400821075944,2.180654592042864,80.0
0.27,7.034,0.1991,0.1991,-0.001,137.78262630124644,167.7353711493435,336.7246815233207,116.6270433174246,188.17750362573005,71.04884208712676,158.06777825257416,2.1761717927134896,80.0
0.28,6.5759,0.1965,0.1965,-0.0009,136.852844302995,166.60346262973306,329.3565787494243,116.66564796232178,189.9008996390504,71.0006617648767,159.17715489587846,2.2130360700510128,80.0
0.29,6.1179,0.1742,0.1742,-0.0009,133.83069788071504,162.9243278547835,321.5125868883227,113.98699619839118,179.87639562629863,70.24933295188777,158.016910385886,2.217493016436942,80.0
0.3,5.2808,0.1755,0.1755,-0.0009,131.63148927788126,160.24703042524678,304.96078334997924,113.38357564831774,184.9645540594698,69.47063882423335,159.35857459287496,2.310192313918494,80.0
0.31,5.2808,0.1767,0.1767,-0.0009,132.28544639949072,161.04315213851044,305.95235328800965,114.60470652513791,187.43979893700416,70.14646133508884,160.82849329125628,2.3124475030555045,80.0
0.32,5.1308,0.1807,0.1807,-0.0009,132.60023115756405,161.42636836573016,303.55548370459536,115.80222210240794,192.149889909556,70.60633940743925,162.56334589717258,2.3374881819953632,80.0
0.33,4.9768,0.1807,0.1807,-0.001,132.47436011750352,161.27313405609124,300.9570610634206,116.41012909082627,194.379473830329,70.90111288926657,163.79693595308134,2.3562063683372005,80.0
0.34,4.6965,0.1929,0.1929,-0.001,132.82367516254374,161.69838715440108,295.2368023166585,118.23040564984132,204.8108210168831,71.28317576454927,166.3750661023551,2.41328731096196,80.0
0.35,4.2345,0.1929,0.1929,-0.0005,131.02852427863047,159.51298607833274,284.60372974390765,117.81334879244822,208.4946705709245,70.7963425589241,167.47134029095537,2.476806029733017,80.0
0.36,3.7409,0.1935,0.1935,-0.0011,128.75326039732624,156.74309961413633,272.1976759953789,117.17068489602964,212.98423528369116,70.10887478375048,168.58263482062668,2.553914123899198,80.0
0.37,3.7409,0.2027,0.2027,-0.0012,129.8991119872717,158.13804937580906,272.93645659143635,119.21698245753184,220.5660886434199,70.91781096833239,170.78345769178367,2.5692635676005366,80.0
0.38,3.4882,0.2027,0.2027,-0.0013,128.70886940960398,156.6890584116918,266.4423702715051,119.15756317507147,223.66223241785156,70.7295870364246,171.85067522469512,2.612210380208206,80.0
0.39,3.3856,0.2072,0.2072,-0.0013,128.75057874758122,156.7398349970554,264.09904101876634,120.16295511810829,228.8507301565541,71.06596638436719,173.43992314258975,2.6378171454871526,80.0
0.4,3.2868,0.2072,0.2072,-0.0048,128.4515988026192,156.37585941188425,261.7617713571611,120.59668941533074,231.0971244768238,71.26334473004535,174.5161900481257,2.656158417313094,80.0
0.41,3.1644,0.2072,0.2072,-0.009,127.93814535050136,155.75078564408864,258.5984181472845,120.89359322904218,233.50338521396012,71.3631550778482,175.5605347347934,2.6796570776068886,80.0
0.42,3.1644,0.2071,0.2071,-0.0133,128.309212839854,156.20251997895272,259.18915316767067,121.67604199843986,234.9876772068164,71.83995176589399,176.6230560376001,2.6797026151782184,80.0
0.43,2.9492,0.2061,0.2061,-0.0088,126.93360674653094,154.52786908273333,252.92089451199024,121.3699961747406,237.38328205081453,71.55301454561335,177.47338175753134,2.7212350895568127,80.0
