Depth,qc,fs_corrected,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic
0.01,5.6551,0.0134,0.0041,63.513345054465844,77.32059397934974,223.5622100462754,37.77972789434745,28.19282529414912,22.01501181606499,48.267125690788305,1.6015394329624189
0.02,8.3857,0.0136,0.0021,70.80688139551982,86.19968169889371,278.32052577645925,47.74171504594466,33.77791748358478,28.286391858951085,57.79823725194412,1.3844764228382742
0.03,10.7788,0.0137,0.0,74.89074224272835,91.1713383824519,318.8748406236656,55.053998792137286,37.80848262017524,32.846982451548435,64.22234032643185,1.2497751122735496
0.04,12.8578,0.0139,-0.0002,77.65340743322093,94.53458296218201,350.9526027603743,61.034591148382674,41.210574009704274,36.54102529506763,69.2916161004656,1.1585656575120833
0.05,12.8307,0.0141,-0.0004,79.9213254361651,97.29552661794013,358.5023724356258,64.6022131438703,43.697960315518415,38.91389664331697,73.45116758317235,1.1610481372252583
0.06,12.8384,0.0147,-0.0004,82.01816726323251,99.84820362480481,365.115700655504,67.83294336307468,46.10320329471274,41.082492003138995,77.33681030073575,1.164941621095188
0.07,12.8462,0.016,-0.0005,84.21233936820188,102.51936966563707,370.81625102201065,70.96150836731042,48.74900831490954,43.18775117132534,81.30365878043102,1.173977539347646
0.08,13.0168,0.0172,-0.0006,86.17797195260773,104.9123136814355,377.6490745061354,73.9756792104166,51.25487354455743,45.176679804461415,84.89997288356591,1.1756581426123398
0.09,16.1043,0.0281,-0.0006,91.8307789783702,111.79399179975503,414.44220332787756,82.51292976404832,60.413993994569495,50.13482368064907,93.37837277697423,1.1312123713716715
0.1,17.0157,0.0265,-0.0006,91.90451671663088,111.88375948111586,427.6878099372756,84.92062162530553,60.932995312595146,51.783285848624885,95.21163163380511,1.0898080413280202
0.11,17.3997,0.0389,-0.0006,98.53182556477614,119.95178764407531,435.43876910149993,91.4954243309733,71.15359387709245,55.071742737813395,102.54289208070696,1.1499576561407152
0.12,16.9886,0.0395,-0.0006,100.03312381566553,121.77945507994065,435.2125216793344,93.54278604831983,73.34591150310048,56.29767524047489,105.01549873951022,1.16746126145229
0.13,15.8793,0.0494,-0.0005,105.45243327600735,128.3768752925307,427.5041438718424,97.95536836365577,82.60633433705785,58.07552261350257,110.27017883786661,1.2599147958362977
0.14,14.1727,0.0568,-0.0004,109.41580429113951,133.2018487022568,412.3481298657654,100.83987862935987,90.6149715866517,59.00128935380802,114.31841153860138,1.364335814687278
0.15,12.5882,0.0712,-0.0002,114.69644674622238,139.63045690844464,396.7911658433198,105.37984579343505,104.1433759142835,60.245109189565284,119.6941635178169,1.4982785302156352
0.16,11.0038,0.073,-0.0003,115.59230115798411,140.721062279285,379.33217234153136,106.07868368614427,108.66488076481146,60.28386973071598,121.93868261272297,1.587778642653001
0.17,10.2824,0.0863,-0.0002,119.25055897607191,145.17459353608757,371.8581285802616,110.35049500548709,121.25269212768609,61.562057529592494,126.48360499451773,1.6780367856785772
0.18,9.3011,0.0939,-0.0002,120.86861112149315,147.1443961479047,359.91070173970047,112.59155242783964,130.04711517127268,62.08458246981885,129.6454800369073,1.7648622823575189
0.19,8.9326,0.1025,-0.0003,122.93462097431627,149.65953857742852,356.29723569769504,115.65412898233835,138.91024105581323,63.1164001096247,132.89717686237512,1.8163247407095304
0.2,7.7147,0.104,-0.0004,122.2887360734979,148.87324391556268,338.60983000246455,115.67575295898445,143.97756507545344,62.76129137952452,134.74133294066294,1.9108578651045849
